Tweets,ISI,sentiment,tokenization,remove_stopword,normalisasi_tweet,tweet
ketidakpastian merasa kesepian selama pandemi sadar bikin stres kesehatan mental terganggu yuk simak cara pencegahannya wearestrong wearecapable wearesolid wearetough protecal umzbamxzkp,ketidakpastian merasa kesepian selama pandemi sadar bikin stres kesehatan mental terganggu yuk simak cara pencegahannya wearestrong wearecapable wearesolid wearetough protecal umzbamxzkp,ketidakpastian merasa kesepian selama pandemi sadar bikin stres kesehatan mental terganggu yuk simak cara pencegahannya wearestrong wearecapable wearesolid wearetough protecal umzbamxzkp,"['ketidakpastian', 'merasa', 'kesepian', 'selama', 'pandemi', 'sadar', 'bikin', 'stres', 'kesehatan', 'mental', 'terganggu', 'yuk', 'simak', 'cara', 'pencegahannya', 'wearestrong', 'wearecapable', 'wearesolid', 'wearetough', 'protecal', 'umzbamxzkp']","['ketidakpastian', 'kesepian', 'pandemi', 'sadar', 'bikin', 'stres', 'kesehatan', 'mental', 'terganggu', 'yuk', 'simak', 'pencegahannya', 'wearestrong', 'wearecapable', 'wearesolid', 'wearetough', 'protecal', 'umzbamxzkp']","['ketidakpastian', 'kesepian', 'pandemi', 'sadar', 'bikin', 'stres', 'kesehatan', 'mental', 'terganggu', 'yuk', 'simak', 'pencegahannya', 'wearestrong', 'wearecapable', 'wearesolid', 'wearetough', 'protecal', 'umzbamxzkp']",ketidakpastian kesepian pandemi sadar bikin stres kesehatan mental terganggu yuk simak pencegahannya wearestrong wearecapable wearesolid wearetough protecal umzbamxzkp
kenapa  orng2 mudah sangat  untuk  kirim chat maki2an mikir kesehatan mental orang dimaki,kenapa orng mudah sangat untuk kirim chat maki mikir kesehatan mental orang dimaki,kenapa orng mudah sangat untuk kirim chat maki mikir kesehatan mental orang dimaki,"['kenapa', 'orng', 'mudah', 'sangat', 'untuk', 'kirim', 'chat', 'maki', 'mikir', 'kesehatan', 'mental', 'orang', 'dimaki']","['orng', 'mudah', 'kirim', 'chat', 'maki', 'mikir', 'kesehatan', 'mental', 'orang', 'dimaki']","['orang ', 'mudah', 'kirim', 'chat', 'maki', 'mikir', 'kesehatan', 'mental', 'orang', 'dimaki']",orang  mudah kirim chat maki mikir kesehatan mental orang dimaki
lapas pamekasan ikuti apel virtual revolusi mental inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn m5eipdmm1t,lapas pamekasan ikuti apel virtual revolusi mental inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn eipdmm ,lapas pamekasan ikuti apel virtual revolusi mental inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn eipdmm ,"['lapas', 'pamekasan', 'ikuti', 'apel', 'virtual', 'revolusi', 'mental', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'tak', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'termasuk', 'asn', 'eipdmm', '']","['lapas', 'pamekasan', 'ikuti', 'apel', 'virtual', 'revolusi', 'mental', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'eipdmm', '']","['lapas', 'pamekasan', 'ikuti', 'apel', 'virtual', 'revolusi', 'mental', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'eipdmm', '']",lapas pamekasan ikuti apel virtual revolusi mental inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi menentu berpengaruh negatif aspek psikologis masyarakat asn eipdmm
nice step sih mundur dulu pandemi gini bikin waktu persiapan boros sangat  kepotong karantina mesti berangkat lebih cepat  lah waktu latihan jadi kurang belum  evaluasi masa olim kalau  siap tampil amp kalah malah bakal lebih merusak mental yep let them heal,nice step sih mundur dulu pandemi gini bikin waktu persiapan boros sangat kepotong karantina mesti berangkat lebih cepat lah waktu latihan jadi kurang belum evaluasi masa olim kalau siap tampil amp kalah malah bakal lebih merusak mental yep let them heal,nice step sih mundur dulu pandemi gini bikin waktu persiapan boros sangat kepotong karantina mesti berangkat lebih cepat lah waktu latihan jadi kurang belum evaluasi masa olim kalau siap tampil amp kalah malah bakal lebih merusak mental yep let them heal,"['nice', 'step', 'sih', 'mundur', 'dulu', 'pandemi', 'gini', 'bikin', 'waktu', 'persiapan', 'boros', 'sangat', 'kepotong', 'karantina', 'mesti', 'berangkat', 'lebih', 'cepat', 'lah', 'waktu', 'latihan', 'jadi', 'kurang', 'belum', 'evaluasi', 'masa', 'olim', 'kalau', 'siap', 'tampil', 'amp', 'kalah', 'malah', 'bakal', 'lebih', 'merusak', 'mental', 'yep', 'let', 'them', 'heal']","['nice', 'step', 'sih', 'mundur', 'pandemi', 'gini', 'bikin', 'persiapan', 'boros', 'kepotong', 'karantina', 'mesti', 'berangkat', 'cepat', 'latihan', 'evaluasi', 'olim', 'tampil', 'amp', 'kalah', 'merusak', 'mental', 'yep', 'let', 'them', 'heal']","['nice', 'step', 'sih', 'mundur', 'pandemi', 'gini', 'bikin', 'persiapan', 'boros', 'kepotong', 'karantina', 'mesti', 'berangkat', 'cepat', 'latihan', 'evaluasi', 'olim', 'tampil', 'amp', 'kalah', 'merusak', 'mental', 'yep', 'let', 'them', 'heal']",nice step sih mundur pandemi gini bikin persiapan boros kepotong karantina mesti berangkat cepat latihan evaluasi olim tampil amp kalah merusak mental yep let them heal
pandemi covid bukan cuman berdampak kesehatan fisik juga berdampak kesehatan mental kondisi pun menyerang psikis lantaran banyaknya berita buruk minim interaksi sosial selengkapnya oalzz2jsdc vivacoid satgascovid19 qrir3ubwqv,pandemi covid bukan cuman berdampak kesehatan fisik juga berdampak kesehatan mental kondisi pun menyerang psikis lantaran banyaknya berita buruk minim interaksi sosial selengkapnya oalzz jsdc vivacoid satgascovid qrir ubwqv,pandemi covid bukan cuman berdampak kesehatan fisik juga berdampak kesehatan mental kondisi pun menyerang psikis lantaran banyaknya berita buruk minim interaksi sosial selengkapnya oalzz jsdc vivacoid satgascovid qrir ubwqv,"['pandemi', 'covid', 'bukan', 'cuman', 'berdampak', 'kesehatan', 'fisik', 'juga', 'berdampak', 'kesehatan', 'mental', 'kondisi', 'pun', 'menyerang', 'psikis', 'lantaran', 'banyaknya', 'berita', 'buruk', 'minim', 'interaksi', 'sosial', 'selengkapnya', 'oalzz', 'jsdc', 'vivacoid', 'satgascovid', 'qrir', 'ubwqv']","['pandemi', 'covid', 'cuman', 'berdampak', 'kesehatan', 'fisik', 'berdampak', 'kesehatan', 'mental', 'kondisi', 'menyerang', 'psikis', 'lantaran', 'banyaknya', 'berita', 'buruk', 'minim', 'interaksi', 'sosial', 'selengkapnya', 'oalzz', 'jsdc', 'vivacoid', 'satgascovid', 'qrir', 'ubwqv']","['pandemi', 'covid', 'hanya', 'berdampak', 'kesehatan', 'fisik', 'berdampak', 'kesehatan', 'mental', 'kondisi', 'menyerang', 'psikis', 'lantaran', 'banyaknya', 'berita', 'buruk', 'minim', 'interaksi', 'sosial', 'selengkapnya', 'oalzz', 'jsdc', 'vivacoid', 'satgascovid', 'qrir', 'ubwqv']",pandemi covid hanya berdampak kesehatan fisik berdampak kesehatan mental kondisi menyerang psikis lantaran banyaknya berita buruk minim interaksi sosial selengkapnya oalzz jsdc vivacoid satgascovid qrir ubwqv
pandemi covid memotret sistem pendidikan tidak siap mendukung kebutuhan anak anak semua jenjang pendidikan siswa mengalami masalah kesehatan mental kebosanan stres belajar rumah dikbud adadikompas r29dz6ypb8,pandemi covid memotret sistem pendidikan tidak siap mendukung kebutuhan anak anak semua jenjang pendidikan siswa mengalami masalah kesehatan mental kebosanan stres belajar rumah dikbud adadikompas ypb ,pandemi covid memotret sistem pendidikan tidak siap mendukung kebutuhan anak anak semua jenjang pendidikan siswa mengalami masalah kesehatan mental kebosanan stres belajar rumah dikbud adadikompas ypb ,"['pandemi', 'covid', 'memotret', 'sistem', 'pendidikan', 'tidak', 'siap', 'mendukung', 'kebutuhan', 'anak', 'anak', 'semua', 'jenjang', 'pendidikan', 'siswa', 'mengalami', 'masalah', 'kesehatan', 'mental', 'kebosanan', 'stres', 'belajar', 'rumah', 'dikbud', 'adadikompas', 'ypb', '']","['pandemi', 'covid', 'memotret', 'sistem', 'pendidikan', 'mendukung', 'kebutuhan', 'anak', 'anak', 'jenjang', 'pendidikan', 'siswa', 'mengalami', 'kesehatan', 'mental', 'kebosanan', 'stres', 'belajar', 'rumah', 'dikbud', 'adadikompas', 'ypb', '']","['pandemi', 'covid', 'memotret', 'sistem', 'pendidikan', 'mendukung', 'kebutuhan', 'anak', 'anak', 'jenjang', 'pendidikan', 'siswa', 'mengalami', 'kesehatan', 'mental', 'kebosanan', 'stres', 'belajar', 'rumah', 'dikbud', 'adadikompas', 'ypb', '']",pandemi covid memotret sistem pendidikan mendukung kebutuhan anak anak jenjang pendidikan siswa mengalami kesehatan mental kebosanan stres belajar rumah dikbud adadikompas ypb
ingin kan yoga ala ala seleb posisinya unik unik langsung diajarin sama celebrity yogis terkenal penyogastar healing yoga memang  jadi salah satu cara mengobati mental kesehatan pandemi ini pcuqgz9tcs,ingin kan yoga ala ala seleb posisinya unik unik langsung diajarin sama celebrity yogis terkenal penyogastar healing yoga memang jadi salah satu cara mengobati mental kesehatan pandemi ini pcuqgz tcs,ingin kan yoga ala ala seleb posisinya unik unik langsung diajarin sama celebrity yogis terkenal penyogastar healing yoga memang jadi salah satu cara mengobati mental kesehatan pandemi ini pcuqgz tcs,"['ingin', 'kan', 'yoga', 'ala', 'ala', 'seleb', 'posisinya', 'unik', 'unik', 'langsung', 'diajarin', 'sama', 'celebrity', 'yogis', 'terkenal', 'penyogastar', 'healing', 'yoga', 'memang', 'jadi', 'salah', 'satu', 'cara', 'mengobati', 'mental', 'kesehatan', 'pandemi', 'ini', 'pcuqgz', 'tcs']","['yoga', 'ala', 'ala', 'seleb', 'posisinya', 'unik', 'unik', 'langsung', 'diajarin', 'celebrity', 'yogis', 'terkenal', 'penyogastar', 'healing', 'yoga', 'salah', 'mengobati', 'mental', 'kesehatan', 'pandemi', 'pcuqgz', 'tcs']","['yoga', 'ala', 'ala', 'seleb', 'posisinya', 'unik', 'unik', 'langsung', 'diajarin', 'celebrity', 'yogis', 'terkenal', 'penyogastar', 'healing', 'yoga', 'salah', 'mengobati', 'mental', 'kesehatan', 'pandemi', 'pcuqgz', 'tcs']",yoga ala ala seleb posisinya unik unik langsung diajarin celebrity yogis terkenal penyogastar healing yoga salah mengobati mental kesehatan pandemi pcuqgz tcs
perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn kgcpwntuxm,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn kgcpwntuxm,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn kgcpwntuxm,"['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'tak', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'termasuk', 'asn', 'kgcpwntuxm']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'kgcpwntuxm']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'kgcpwntuxm']",perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi menentu berpengaruh negatif aspek psikologis masyarakat asn kgcpwntuxm
perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn ysaqviuyu6,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn ysaqviuyu ,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn ysaqviuyu ,"['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'tak', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'termasuk', 'asn', 'ysaqviuyu', '']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'ysaqviuyu', '']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'ysaqviuyu', '']",perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi menentu berpengaruh negatif aspek psikologis masyarakat asn ysaqviuyu
perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn memperkuat mental asn jajaran kanwil kumham jatim 4rvmwiibho,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn memperkuat mental asn jajaran kanwil kumham jatim rvmwiibho,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn memperkuat mental asn jajaran kanwil kumham jatim rvmwiibho,"['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'tak', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'termasuk', 'asn', 'memperkuat', 'mental', 'asn', 'jajaran', 'kanwil', 'kumham', 'jatim', 'rvmwiibho']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'memperkuat', 'mental', 'asn', 'jajaran', 'kanwil', 'kumham', 'jatim', 'rvmwiibho']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'memperkuat', 'mental', 'asn', 'jajaran', 'kanwil', 'kumham', 'jatim', 'rvmwiibho']",perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi menentu berpengaruh negatif aspek psikologis masyarakat asn memperkuat mental asn jajaran kanwil kumham jatim rvmwiibho
perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn memperkuat mental asn jajaran kanwil kumham jatim inspektur jenderal kemenkumham ighmyd6hi7,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn memperkuat mental asn jajaran kanwil kumham jatim inspektur jenderal kemenkumham ighmyd ,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn memperkuat mental asn jajaran kanwil kumham jatim inspektur jenderal kemenkumham ighmyd ,"['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'tak', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'termasuk', 'asn', 'memperkuat', 'mental', 'asn', 'jajaran', 'kanwil', 'kumham', 'jatim', 'inspektur', 'jenderal', 'kemenkumham', 'ighmyd', '']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'memperkuat', 'mental', 'asn', 'jajaran', 'kanwil', 'kumham', 'jatim', 'inspektur', 'jenderal', 'kemenkumham', 'ighmyd', '']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'memperkuat', 'mental', 'asn', 'jajaran', 'kanwil', 'kumham', 'jatim', 'inspektur', 'jenderal', 'kemenkumham', 'ighmyd', '']",perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi menentu berpengaruh negatif aspek psikologis masyarakat asn memperkuat mental asn jajaran kanwil kumham jatim inspektur jenderal kemenkumham ighmyd
perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn memperkuat mental asn a7v6gnxveh via g2yvhpxfek ft08tt6s68,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn memperkuat mental asn gnxveh via yvhpxfek ,perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi tak menentu berpengaruh negatif aspek psikologis masyarakat termasuk asn memperkuat mental asn gnxveh via yvhpxfek ,"['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'tak', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'termasuk', 'asn', 'memperkuat', 'mental', 'asn', 'gnxveh', 'via', 'yvhpxfek', '']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'memperkuat', 'mental', 'asn', 'gnxveh', 'via', 'yvhpxfek', '']","['perkuat', 'mental', 'pegawai', 'inspektur', 'jenderal', 'tekankan', 'keajaiban', 'berbagi', 'surabaya', 'situasi', 'pandemi', 'menentu', 'berpengaruh', 'negatif', 'aspek', 'psikologis', 'masyarakat', 'asn', 'memperkuat', 'mental', 'asn', 'gnxveh', 'via', 'yvhpxfek', '']",perkuat mental pegawai inspektur jenderal tekankan keajaiban berbagi surabaya situasi pandemi menentu berpengaruh negatif aspek psikologis masyarakat asn memperkuat mental asn gnxveh via yvhpxfek
